,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,attr_11,attr_12,attr_13,attr_14,attr_15,attr_16,attr_17,attr_18,attr_19,attr_20,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,attr_11,attr_12,attr_13,attr_14,attr_15,attr_16,attr_17,attr_18,attr_19,attr_20,class_a11,class_a12,class_a13,class_a14,class_a15,class_a16,class_a17,class_a18,class_a19,class_a20,class_a21,class_a22,class_a23,class_a24,class_a25,class_a26,class_a27,class_a28,class_a29,class_a30,class_a31,class_a32,class_a33,class_a34,class_a35,class_a36
9897,100,59,60,90,48,100,100,46,44,100,57,42,39,56,53,37,31,49,44,29,100,59,60,90,48,100,100,46,44,100,57,42,39,56,53,37,31,49,44,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9898,46,59,60,38,44,81,100,41,41,56,54,39,36,52,50,35,29,42,39,28,46,59,60,38,44,81,100,41,41,56,54,39,36,52,50,35,29,42,39,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9899,51,60,61,40,44,100,100,42,42,57,55,40,37,53,51,36,29,44,40,28,51,60,61,40,44,100,100,42,42,57,55,40,37,53,51,36,29,44,40,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9900,34,62,64,29,41,100,100,38,39,55,53,37,35,51,49,34,28,41,38,27,34,62,64,29,41,100,100,38,39,55,53,37,35,51,49,34,28,41,38,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9901,36,63,67,30,41,100,100,38,40,56,54,38,36,52,50,34,28,44,39,27,36,63,67,30,41,100,100,38,40,56,54,38,36,52,50,34,28,44,39,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9902,47,49,49,46,56,100,87,53,50,100,100,48,45,69,100,44,27,49,49,26,47,49,49,46,56,100,87,53,50,100,100,48,45,69,100,44,27,49,49,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9903,45,48,48,44,56,100,90,55,50,100,100,49,44,70,100,45,27,49,49,26,45,48,48,44,56,100,90,55,50,100,100,49,44,70,100,45,27,49,49,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9904,39,45,46,38,57,100,89,55,50,69,68,48,42,72,70,40,26,41,40,26,39,45,46,38,57,100,89,55,50,69,68,48,42,72,70,40,26,41,40,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9905,40,46,45,37,60,100,94,56,51,100,68,48,43,74,71,40,26,42,41,25,40,46,45,37,60,100,94,56,51,100,68,48,43,74,71,40,26,42,41,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9906,100,59,59,53,47,92,100,45,43,75,56,41,38,54,52,37,30,47,41,29,100,59,59,53,47,92,100,45,43,75,56,41,38,54,52,37,30,47,41,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9907,100,62,63,90,48,100,100,47,44,100,90,43,39,56,54,38,31,51,46,30,100,62,63,90,48,100,100,47,44,100,90,43,39,56,54,38,31,51,46,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9908,100,62,63,90,51,100,100,46,47,100,57,42,42,100,52,37,32,100,41,29,100,62,63,90,51,100,100,46,47,100,57,42,42,100,52,37,32,100,41,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9909,100,64,67,100,51,100,100,47,47,100,90,43,43,100,54,38,33,100,44,30,100,64,67,100,51,100,100,47,47,100,90,43,43,100,54,38,33,100,44,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9910,41,58,59,35,43,76,100,39,41,57,52,38,37,54,47,34,29,47,36,27,41,58,59,35,43,76,100,39,41,57,52,38,37,54,47,34,29,47,36,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9911,44,59,61,33,44,77,100,39,42,58,53,38,38,55,48,34,30,52,37,28,44,59,61,33,44,77,100,39,42,58,53,38,38,55,48,34,30,52,37,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9912,54,59,61,45,47,81,100,43,44,100,54,39,39,57,49,35,31,65,38,28,54,59,61,45,47,81,100,43,44,100,54,39,39,57,49,35,31,65,38,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9913,75,61,63,46,47,100,100,43,44,100,55,40,40,58,51,36,31,100,40,29,75,61,63,46,47,100,100,43,44,100,55,40,40,58,51,36,31,100,40,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9914,54,59,60,43,45,100,100,43,43,90,56,40,38,54,52,36,29,46,42,28,54,59,60,43,45,100,100,43,43,90,56,40,38,54,52,36,29,46,42,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9915,100,62,64,47,47,100,100,44,44,100,58,41,39,56,53,37,30,52,44,29,100,62,64,47,47,100,100,44,44,100,58,41,39,56,53,37,30,52,44,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9916,100,95,64,100,53,100,86,52,48,64,64,47,43,64,63,43,31,79,78,31,100,95,64,100,53,100,86,52,48,64,64,47,43,64,63,43,31,79,78,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9917,100,99,73,90,54,100,90,52,50,100,64,48,46,66,63,44,35,100,74,33,100,99,73,90,54,100,90,52,50,100,64,48,46,66,63,44,35,100,74,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9918,36,62,63,33,41,100,100,39,40,55,54,38,36,52,50,35,28,43,39,28,36,62,63,33,41,100,100,39,40,55,54,38,36,52,50,35,28,43,39,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9919,39,63,66,33,42,100,100,40,41,56,54,39,36,53,51,35,29,46,41,28,39,63,66,33,42,100,100,40,41,56,54,39,36,53,51,35,29,46,41,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9920,36,91,93,32,43,100,90,40,42,59,56,40,39,57,55,36,30,64,55,28,36,91,93,32,43,100,90,40,42,59,56,40,39,57,55,36,30,64,55,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9921,38,100,100,33,44,100,100,41,43,60,57,41,40,59,56,37,31,70,59,29,38,100,100,33,44,100,100,41,43,60,57,41,40,59,56,37,31,70,59,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9922,47,70,64,39,45,100,90,43,43,59,57,41,39,57,54,37,30,58,51,29,47,70,64,39,45,100,90,43,43,59,57,41,39,57,54,37,30,58,51,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9923,48,74,66,41,46,100,100,43,43,59,58,42,39,58,55,38,30,62,53,29,48,74,66,41,46,100,100,43,43,59,58,42,39,58,55,38,30,62,53,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9924,100,65,97,67,52,97,89,49,48,100,61,45,44,64,59,40,33,75,65,31,100,65,97,67,52,97,89,49,48,100,61,45,44,64,59,40,33,75,65,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9925,100,72,100,100,53,100,93,49,49,100,61,45,44,65,60,41,34,100,73,32,100,72,100,100,53,100,93,49,49,100,61,45,44,65,60,41,34,100,73,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9926,29,100,57,29,43,100,100,37,47,100,100,34,48,100,41,31,47,46,32,26,29,100,57,29,43,100,100,37,47,100,100,34,48,100,41,31,47,46,32,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9927,29,100,57,33,44,100,100,39,47,100,100,36,48,100,43,31,48,100,33,27,29,100,57,33,44,100,100,39,47,100,100,36,48,100,43,31,48,100,33,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9928,46,60,60,40,44,100,100,42,41,57,55,40,37,53,51,36,29,44,41,28,46,60,60,40,44,100,100,42,41,57,55,40,37,53,51,36,29,44,41,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9929,53,61,61,43,45,100,100,43,42,90,56,41,38,54,53,36,30,47,44,29,53,61,61,43,45,100,100,43,42,90,56,41,38,54,53,36,30,47,44,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9930,75,71,65,51,47,100,100,45,44,100,100,42,39,56,55,38,30,54,49,29,75,71,65,51,47,100,100,45,44,100,100,42,39,56,55,38,30,54,49,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9931,100,100,68,56,48,100,100,46,44,100,100,43,40,65,56,39,31,65,54,30,100,100,68,56,48,100,100,46,44,100,100,43,40,65,56,39,31,65,54,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9932,42,100,90,36,44,100,100,41,42,100,56,40,38,65,53,36,30,65,45,28,42,100,90,36,44,100,100,41,42,100,56,40,38,65,53,36,30,65,45,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9933,48,100,100,37,46,100,100,42,43,100,75,40,39,100,53,37,31,100,48,29,48,100,100,37,46,100,100,42,43,100,75,40,39,100,53,37,31,100,48,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9934,100,86,69,100,51,100,100,48,46,100,100,44,41,100,65,39,32,100,65,31,100,86,69,100,51,100,100,48,46,100,100,44,41,100,65,39,32,100,65,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9935,100,100,75,100,51,100,100,48,47,100,100,45,42,100,100,40,33,100,100,31,100,100,75,100,51,100,100,48,47,100,100,45,42,100,100,40,33,100,100,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9936,75,63,62,49,47,100,100,44,43,100,75,42,39,55,53,37,30,50,46,29,75,63,62,49,47,100,100,44,43,100,75,42,39,55,53,37,30,50,46,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9937,100,65,64,53,47,100,100,45,44,100,100,42,39,56,55,38,31,53,50,30,100,65,64,53,47,100,100,45,44,100,100,42,39,56,55,38,31,53,50,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9938,39,67,69,33,43,100,100,40,41,75,54,39,37,54,51,35,29,49,42,28,39,67,69,33,43,100,100,40,41,75,54,39,37,54,51,35,29,49,42,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9939,39,75,86,33,43,100,100,40,42,100,55,39,38,55,52,36,29,51,44,28,39,75,86,33,43,100,100,40,42,100,55,39,38,55,52,36,29,51,44,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9940,100,98,67,100,53,88,86,51,48,75,63,47,43,63,61,41,32,76,74,31,100,98,67,100,53,88,86,51,48,75,63,47,43,63,61,41,32,76,74,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9941,100,100,84,100,53,100,89,52,48,90,64,46,42,64,63,41,30,100,100,29,100,100,84,100,53,100,89,52,48,90,64,46,42,64,63,41,30,100,100,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9942,50,60,60,40,45,100,100,42,42,59,55,40,38,54,51,36,29,46,41,29,50,60,60,40,45,100,100,42,42,59,55,40,38,54,51,36,29,46,41,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9943,75,71,66,51,47,100,100,46,44,100,100,43,39,57,55,38,31,54,50,30,75,71,66,51,47,100,100,46,44,100,100,43,39,57,55,38,31,54,50,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9944,26,35,58,26,32,97,100,35,36,96,48,34,39,100,41,31,30,45,32,26,26,35,58,26,32,97,100,35,36,96,48,34,39,100,41,31,30,45,32,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9945,26,38,62,28,34,100,100,36,39,100,49,35,42,100,42,31,33,48,33,26,26,38,62,28,34,100,100,36,39,100,49,35,42,100,42,31,33,48,33,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9946,100,100,61,100,53,88,85,51,48,65,64,47,43,64,64,41,30,89,89,29,100,100,61,100,53,88,85,51,48,65,64,47,43,64,64,41,30,89,89,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9947,100,100,59,100,55,100,86,52,50,100,64,48,45,66,64,43,32,100,89,31,100,100,59,100,55,100,86,52,50,100,64,48,45,66,64,43,32,100,89,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9948,100,59,59,100,49,100,100,47,44,90,57,43,39,55,53,38,31,47,44,30,100,59,59,100,49,100,100,47,44,90,57,43,39,55,53,38,31,47,44,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9949,100,61,62,100,50,100,100,47,45,100,100,43,40,57,55,38,31,53,48,30,100,61,62,100,50,100,100,47,45,100,100,43,40,57,55,38,31,53,48,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9950,100,100,97,100,53,100,91,51,49,100,63,47,45,65,62,42,34,78,75,32,100,100,97,100,53,100,91,51,49,100,63,47,45,65,62,42,34,78,75,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9951,47,49,49,46,56,100,88,53,49,100,90,47,44,69,66,41,28,65,65,27,47,49,49,46,56,100,88,53,49,100,90,47,44,69,66,41,28,65,65,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9952,63,59,61,53,47,100,100,45,43,58,57,42,38,54,53,37,30,47,43,29,63,59,61,53,47,100,100,45,43,58,57,42,38,54,53,37,30,47,43,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9953,100,56,58,100,51,100,100,48,46,100,60,43,40,58,55,38,30,54,44,29,100,56,58,100,51,100,100,48,46,100,60,43,40,58,55,38,30,54,44,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9954,26,100,100,24,36,100,53,33,37,52,50,34,34,50,47,32,26,43,37,25,26,100,100,24,36,100,53,33,37,52,50,34,34,50,47,32,26,43,37,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9955,27,100,100,25,36,100,100,34,37,53,51,35,34,51,49,33,27,46,41,26,27,100,100,25,36,100,100,34,37,53,51,35,34,51,49,33,27,46,41,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9956,100,59,59,53,47,92,100,45,43,75,56,41,38,54,52,37,30,47,41,29,100,59,59,53,47,92,100,45,43,75,56,41,38,54,52,37,30,47,41,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9957,100,62,63,90,48,100,100,47,44,100,90,43,39,56,54,38,31,51,46,30,100,62,63,90,48,100,100,47,44,100,90,43,39,56,54,38,31,51,46,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9958,100,59,59,53,47,92,100,45,43,75,56,41,38,54,52,37,30,47,41,29,100,59,59,53,47,92,100,45,43,75,56,41,38,54,52,37,30,47,41,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9959,100,62,63,90,48,100,100,47,44,100,90,43,39,56,54,38,31,51,46,30,100,62,63,90,48,100,100,47,44,100,90,43,39,56,54,38,31,51,46,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9960,46,60,61,36,44,81,100,41,42,100,54,39,37,54,50,35,29,46,39,28,46,60,61,36,44,81,100,41,42,100,54,39,37,54,50,35,29,46,39,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9961,100,67,67,53,47,100,100,45,44,100,100,42,39,57,54,38,30,54,48,29,100,67,67,53,47,100,100,45,44,100,100,42,39,57,54,38,30,54,48,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9962,27,100,100,26,38,100,75,36,39,55,53,36,35,54,51,34,28,56,45,26,27,100,100,26,38,100,75,36,39,55,53,36,35,54,51,34,28,56,45,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9963,28,100,100,26,38,100,75,36,39,58,53,37,36,55,51,34,28,90,45,27,28,100,100,26,38,100,75,36,39,58,53,37,36,55,51,34,28,90,45,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9964,63,81,79,58,51,100,88,48,47,62,61,45,42,60,59,41,33,65,64,32,63,81,79,58,51,100,88,48,47,62,61,45,42,60,59,41,33,65,64,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9965,100,100,94,68,53,100,92,51,49,90,64,48,44,65,64,43,33,89,88,33,100,100,94,68,53,100,92,51,49,90,64,48,44,65,64,43,33,89,88,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9966,34,57,57,27,41,75,100,38,39,56,54,38,35,51,49,34,28,40,37,27,34,57,57,27,41,75,100,38,39,56,54,38,35,51,49,34,28,40,37,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9967,34,58,59,31,42,100,100,39,39,56,55,38,35,52,50,34,28,39,38,27,34,58,59,31,42,100,100,39,39,56,55,38,35,52,50,34,28,39,38,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9968,27,59,60,24,38,93,100,35,38,54,52,36,34,50,48,33,27,39,36,26,27,59,60,24,38,93,100,35,38,54,52,36,34,50,48,33,27,39,36,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9969,28,61,63,26,38,100,100,36,38,55,53,36,34,51,48,33,27,40,36,26,28,61,63,26,38,100,100,36,38,55,53,36,34,51,48,33,27,40,36,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9970,100,100,100,65,50,100,100,46,47,72,63,44,43,66,63,40,31,100,100,30,100,100,100,65,50,100,100,46,47,72,63,44,43,66,63,40,31,100,100,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9971,100,100,100,100,50,100,100,48,47,100,64,46,43,67,65,42,33,100,100,31,100,100,100,100,50,100,100,48,47,100,64,46,43,67,65,42,33,100,100,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9972,33,100,100,29,43,100,100,40,43,61,59,41,39,62,59,38,29,100,100,28,33,100,100,29,43,100,100,40,43,61,59,41,39,62,59,38,29,100,100,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9973,36,100,100,31,44,100,100,41,43,68,60,41,40,64,61,38,30,100,100,29,36,100,100,31,44,100,100,41,43,68,60,41,40,64,61,38,30,100,100,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9974,32,100,100,28,40,100,100,37,40,100,53,38,37,65,51,34,29,65,42,27,32,100,100,28,40,100,100,37,40,100,53,38,37,65,51,34,29,65,42,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9975,31,100,100,27,41,100,100,38,41,100,54,38,37,100,51,34,29,100,44,27,31,100,100,27,41,100,100,38,41,100,54,38,37,100,51,34,29,100,44,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9976,100,59,59,53,47,92,100,45,43,75,56,41,38,54,52,37,30,47,41,29,100,59,59,53,47,92,100,45,43,75,56,41,38,54,52,37,30,47,41,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9977,100,62,63,90,48,100,100,47,44,100,90,43,39,56,54,38,31,51,46,30,100,62,63,90,48,100,100,47,44,100,90,43,39,56,54,38,31,51,46,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9978,100,59,59,53,47,92,100,45,43,75,56,41,38,54,52,37,30,47,41,29,100,59,59,53,47,92,100,45,43,75,56,41,38,54,52,37,30,47,41,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9979,100,62,63,90,48,100,100,47,44,100,90,43,39,56,54,38,31,51,46,30,100,62,63,90,48,100,100,47,44,100,90,43,39,56,54,38,31,51,46,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9980,100,59,59,53,47,92,100,45,43,75,56,41,38,54,52,37,30,47,41,29,100,59,59,53,47,92,100,45,43,75,56,41,38,54,52,37,30,47,41,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9981,100,62,63,90,48,100,100,47,44,100,90,43,39,56,54,38,31,51,46,30,100,62,63,90,48,100,100,47,44,100,90,43,39,56,54,38,31,51,46,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9982,53,68,53,53,53,85,84,50,46,63,63,45,40,61,61,39,29,100,100,28,53,68,53,53,53,85,84,50,46,63,63,45,40,61,61,39,29,100,100,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9983,54,100,59,58,54,93,86,52,47,90,64,46,41,64,63,40,29,100,100,28,54,100,59,58,54,93,86,52,47,90,64,46,41,64,63,40,29,100,100,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9984,31,100,100,28,40,100,100,38,40,100,90,38,37,65,51,35,29,65,45,27,31,100,100,28,40,100,100,38,40,100,90,38,37,65,51,35,29,65,45,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9985,32,100,100,30,41,100,100,39,41,100,100,39,37,100,53,36,29,100,49,27,32,100,100,30,41,100,100,39,41,100,100,39,37,100,53,36,29,100,49,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9986,100,100,66,100,53,100,88,51,48,100,90,47,44,65,64,43,32,79,79,31,100,100,66,100,53,100,88,51,48,100,90,47,44,65,64,43,32,79,79,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9987,100,100,76,100,54,100,90,51,49,100,100,47,44,66,65,43,32,100,100,30,100,100,76,100,54,100,90,51,49,100,100,47,44,66,65,43,32,100,100,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9988,31,44,47,41,64,89,90,44,57,100,51,37,60,65,40,31,44,35,31,26,31,44,47,41,64,89,90,44,57,100,51,37,60,65,40,31,44,35,31,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9989,32,45,48,42,67,92,100,46,58,100,52,37,61,68,41,31,45,35,31,26,32,45,48,42,67,92,100,46,58,100,52,37,61,68,41,31,45,35,31,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9990,54,60,59,43,46,92,78,43,43,60,56,40,38,54,52,36,30,46,41,28,54,60,59,43,46,92,78,43,43,60,56,40,38,54,52,36,30,46,41,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9991,75,70,62,49,48,100,80,45,44,100,60,43,40,57,55,38,31,65,52,30,75,70,62,49,48,100,80,45,44,100,60,43,40,57,55,38,31,65,52,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9992,100,98,67,90,53,88,87,50,48,90,62,45,43,64,60,40,31,77,72,29,100,98,67,90,53,88,87,50,48,90,62,45,43,64,60,40,31,77,72,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9993,100,100,84,100,54,100,88,50,48,100,63,46,43,65,62,41,30,100,89,29,100,100,84,100,54,100,88,50,48,100,63,46,43,65,62,41,30,100,89,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9994,100,64,63,100,50,82,81,49,46,90,61,44,41,59,58,39,31,64,58,30,100,64,63,100,50,82,81,49,46,90,61,44,41,59,58,39,31,64,58,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9995,100,100,57,100,53,100,82,52,47,100,100,46,41,63,62,41,31,100,100,30,100,100,57,100,53,100,82,52,47,100,100,46,41,63,62,41,31,100,100,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9996,28,63,57,38,46,100,100,41,42,87,56,39,37,56,49,34,29,46,38,28,28,63,57,38,46,100,100,41,42,87,56,39,37,56,49,34,29,46,38,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9997,29,60,56,40,51,100,100,41,43,100,57,39,38,58,51,35,30,49,38,28,29,60,56,40,51,100,100,41,43,100,57,39,38,58,51,35,30,49,38,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
